,aNWP,aNSW,rSL,avWLiC,avWpS,aSN,SC,avNSyl,WV2,FRE,aNShort,language,.,!,?,",",-,of,is,the,class,doc
745,2630,0.42395437262357416,180.75903614457832,4.5494296577946765,31.686746987951807,83,2.77616490056612,1.4574144486692016,0.32775665399239545,51.37568944981449,0.013688212927756654,10,0.4627450980392157,0.00392156862745098,0.08627450980392157,0.29411764705882354,0.15294117647058825,0.022433460076045627,0.017110266159695818,0.0403041825095057,3,750
746,1897,0.4354243542435424,121.03529411764706,4.291512915129151,22.31764705882353,85,4.429065743944637,1.3584607274644176,0.3637322087506589,69.25681069180442,0.02319451765946231,10,0.436,0.0,0.008,0.512,0.044,0.01739588824459673,0.02214022140221402,0.05007907221929362,1,751
747,1705,0.4029325513196481,127.45333333333333,4.512023460410557,22.733333333333334,75,1.7493333333333334,1.4480938416422287,0.33958944281524933,61.25192766373415,0.015835777126099706,10,0.5487804878048781,0.0,0.006097560975609756,0.36585365853658536,0.07926829268292683,0.026392961876832845,0.00997067448680352,0.03695014662756598,1,752
748,2724,0.4544787077826725,146.84848484848484,4.263215859030837,27.515151515151516,99,1.9977553310886647,1.3630690161527166,0.27165932452276065,63.591482445601414,0.007709251101321586,10,0.5363636363636364,0.004545454545454545,0.045454545454545456,0.40454545454545454,0.00909090909090909,0.014317180616740088,0.019823788546255508,0.05506607929515418,2,753
749,1281,0.4519906323185012,107.56060606060606,4.427790788446526,19.40909090909091,66,0.7483930211202938,1.4098360655737705,0.414519906323185,67.86264157973176,0.00468384074941452,10,0.7055214723926381,0.024539877300613498,0.024539877300613498,0.12269938650306748,0.12269938650306748,0.01405152224824356,0.01639344262295082,0.04449648711943794,2,754
750,2850,0.4424561403508772,158.67,4.470526315789474,28.5,100,2.511,1.4259649122807017,0.3045614035087719,57.270868421052654,0.019649122807017545,10,0.48518518518518516,0.0,0.06666666666666667,0.34444444444444444,0.1037037037037037,0.015438596491228071,0.01929824561403509,0.06456140350877193,3,755
751,1866,0.417470525187567,147.0,4.437834941050375,26.281690140845072,71,4.86014679627058,1.409967845659164,0.3172561629153269,60.87580476427701,0.03054662379421222,10,0.4897959183673469,0.012244897959183673,0.0163265306122449,0.40816326530612246,0.07346938775510205,0.01232583065380493,0.013933547695605574,0.05412647374062165,1,756
752,2585,0.430174081237911,112.6984126984127,4.411992263056093,20.523809523809526,126,1.0493827160493827,1.4174081237911025,0.3110251450676983,66.09060606060608,0.010444874274661509,10,0.6408163265306123,0.00816326530612245,0.0163265306122449,0.27755102040816326,0.05714285714285714,0.018568665377176014,0.018955512572533847,0.053771760154738876,3,757
753,1962,0.44852191641182465,120.52272727272727,4.284403669724771,22.34090909090909,88,2.0898760330578514,1.3496432212028542,0.32262996941896027,69.97916075896583,0.0030581039755351682,10,0.4957983193277311,0.12605042016806722,0.029411764705882353,0.2857142857142857,0.06302521008403361,0.016819571865443424,0.014780835881753314,0.06880733944954129,1,758
754,1315,0.42281368821292775,125.11864406779661,4.498859315589353,22.305084745762713,59,2.2120080436656133,1.4243346007604563,0.3863117870722434,63.696631758716265,0.024334600760456272,10,0.4857142857142857,0.02142857142857143,0.05,0.39285714285714285,0.05,0.006083650190114068,0.019011406844106463,0.057034220532319393,2,759
755,3115,0.42921348314606744,163.43396226415095,4.451685393258427,29.38679245283019,106,3.3948024207903167,1.4173354735152488,0.30754414125200646,57.10082460098734,0.009951845906902087,10,0.436241610738255,0.0,0.016778523489932886,0.42953020134228187,0.1174496644295302,0.01637239165329053,0.012199036918138041,0.058747993579454254,2,760
756,2538,0.5066981875492513,135.46236559139786,3.8081166272655635,27.301075268817204,93,5.197132616487456,1.2698975571315996,0.24231678486997635,71.69107526881723,0.023246650906225373,10,0.4032258064516129,0.0032258064516129032,0.1,0.46774193548387094,0.025806451612903226,0.01260835303388495,0.022458628841607566,0.04058313632781718,1,761
757,1295,0.42084942084942084,185.66666666666666,4.437837837837838,33.205128205128204,39,5.764628533859303,1.4355212355212355,0.3861003861003861,51.686698346698364,0.026254826254826256,10,0.40875912408759124,0.0,0.0,0.46715328467153283,0.12408759124087591,0.02471042471042471,0.020077220077220077,0.06023166023166023,1,762
758,1726,0.46118192352259557,133.54929577464787,4.383545770567787,24.309859154929576,71,1.2140448323745288,1.3777520278099653,0.35689455388180763,65.60267140502344,0.013325608342989572,10,0.5823529411764706,0.0,0.06470588235294118,0.21176470588235294,0.1411764705882353,0.016801853997682505,0.017960602549246814,0.06720741599073002,3,763
759,2420,0.44421487603305787,133.73469387755102,4.343388429752066,24.693877551020407,98,1.1715951686797168,1.4004132231404958,0.2958677685950413,63.295755608028365,0.005785123966942148,10,0.654639175257732,0.0,0.005154639175257732,0.29896907216494845,0.041237113402061855,0.01115702479338843,0.02066115702479339,0.05165289256198347,3,764
760,3015,0.4043117744610282,124.90647482014388,4.676616915422885,21.690647482014388,139,1.7100564152994153,1.5091210613598673,0.2606965174129353,57.147351014710644,0.010613598673300166,10,0.5016949152542373,0.01694915254237288,0.006779661016949152,0.37966101694915255,0.09491525423728814,0.025538971807628524,0.024212271973466003,0.05472636815920398,1,765
761,2414,0.4258492129246065,124.07407407407408,4.4672742336371165,22.35185185185185,108,1.6666666666666667,1.423777961888981,0.28169014084507044,63.696254794562606,0.010770505385252692,10,0.5791666666666667,0.004166666666666667,0.041666666666666664,0.3375,0.0375,0.014913007456503728,0.01946975973487987,0.05095277547638774,2,766
762,2260,0.4597345132743363,198.5737704918033,4.18141592920354,37.049180327868854,61,6.6175759204514915,1.3530973451327433,0.29159292035398227,54.75804656898305,0.020353982300884955,10,0.6513157894736842,0.0,0.003289473684210526,0.26644736842105265,0.07894736842105263,0.01415929203539823,0.01592920353982301,0.048672566371681415,1,767
763,2889,0.4219453097957771,171.82105263157894,4.50294219453098,30.410526315789475,95,5.460831024930747,1.4326756663205262,0.3212184146763586,54.76395441875718,0.029768085842852197,10,0.42342342342342343,0.0,0.021021021021021023,0.4444444444444444,0.1111111111111111,0.017307026652821047,0.008999653859466944,0.054690204222914506,1,768
764,2237,0.4362986142154671,162.01298701298703,4.451944568618686,29.051948051948052,77,3.5702479338842976,1.4389807778274475,0.34152883325882877,55.60949892307069,0.023692445239159587,10,0.4537037037037037,0.0,0.009259259259259259,0.4537037037037037,0.08333333333333333,0.0116227089852481,0.014304872597228431,0.06616003576218149,1,769
765,3153,0.43482397716460514,141.696,4.505867427846495,25.224,125,2.403648,1.4608309546463685,0.30034887408817,57.646341236917245,0.017126546146527116,10,0.5171339563862928,0.003115264797507788,0.03426791277258567,0.3644859813084112,0.08099688473520249,0.01807802093244529,0.018395179194418014,0.05486837932128132,1,770
766,1746,0.4581901489117984,121.65853658536585,4.518900343642612,21.29268292682927,82,2.7221891731112433,1.4335624284077892,0.33276059564719357,63.943545385969344,0.008018327605956471,10,0.3894230769230769,0.04807692307692308,0.028846153846153848,0.4230769230769231,0.11057692307692307,0.016609392898052692,0.014891179839633447,0.04982817869415808,1,771
767,2717,0.3978652926021347,136.2072072072072,4.475524475524476,24.47747747747748,111,0.929145361577794,1.3916083916083917,0.3378726536621273,64.26029043029044,0.02834008097165992,10,0.6296296296296297,0.0,0.041666666666666664,0.24537037037037038,0.08333333333333333,0.013617960986382039,0.015458225984541774,0.045638571954361426,1,772
768,1447,0.45473393227366965,145.26415094339623,4.2087076710435385,27.30188679245283,53,2.6988252046991814,1.364201796821009,0.3524533517622667,63.71211289460303,0.01243953006219765,10,0.47368421052631576,0.015037593984962405,0.03007518796992481,0.42857142857142855,0.05263157894736842,0.014512785072563926,0.017277125086385625,0.05044920525224603,2,773
769,1111,0.47434743474347435,135.9777777777778,4.375337533753376,24.755555555555556,45,2.308148148148148,1.431143114311431,0.40414041404140416,60.633403640364065,0.021602160216021602,10,0.5175438596491229,0.017543859649122806,0.008771929824561403,0.35964912280701755,0.09649122807017543,0.018001800180018002,0.013501350135013501,0.07290729072907291,3,774
770,2116,0.43998109640831756,104.48648648648648,4.369092627599244,19.063063063063062,111,2.180504829153478,1.392249527410208,0.3497164461247637,69.7016809720874,0.01890359168241966,10,0.48120300751879697,0.0037593984962406013,0.05263157894736842,0.37969924812030076,0.08270676691729323,0.010396975425330813,0.02551984877126654,0.06001890359168242,3,775
771,2790,0.42939068100358424,104.89655172413794,4.368817204301076,19.24137931034483,145,0.7021640903686088,1.403584229390681,0.3193548387096774,68.5617741935484,0.01756272401433692,10,0.6525096525096525,0.003861003861003861,0.10038610038610038,0.22007722007722008,0.023166023166023165,0.012544802867383513,0.017921146953405017,0.04838709677419355,1,776
772,3061,0.4256778830447566,149.69298245614036,4.484482195360993,26.850877192982455,114,2.4376731301939056,1.4178373080692583,0.27605357726233254,59.63232338646357,0.0026135249918327343,10,0.5694444444444444,0.0,0.006944444444444444,0.3819444444444444,0.041666666666666664,0.017641293694870958,0.018948056190787325,0.057170859196341066,1,777
773,1582,0.4367888748419722,140.13114754098362,4.343236409608091,25.950819672131146,61,0.6718624025799517,1.3742098609355247,0.33185840707964603,64.23676379764152,0.0025284450063211127,10,0.67,0.0,0.04,0.25,0.04,0.01580278128950695,0.020859671302149177,0.05562579013906448,1,778
774,1829,0.4576271186440678,141.78571428571428,4.3335155822854015,26.12857142857143,70,1.8265306122448979,1.387643521049754,0.33460907599781303,62.919858119190835,0.0032804811372334607,10,0.5586592178770949,0.00558659217877095,0.0111731843575419,0.27932960893854747,0.1452513966480447,0.017495899398578457,0.012575177692728267,0.03991252050300711,1,779
775,2420,0.41570247933884297,138.68686868686868,4.636776859504132,24.444444444444443,99,0.4085297418630752,1.4640495867768595,0.3082644628099174,58.1652938475666,0.002892561983471074,10,0.7597402597402597,0.0,0.012987012987012988,0.16883116883116883,0.05844155844155844,0.007851239669421488,0.025206611570247933,0.024793388429752067,1,780
776,2119,0.4596507786691836,133.8095238095238,4.252949504483246,25.238095238095237,84,0.8456632653061225,1.3624351109013686,0.30816422840962715,65.95632295107757,0.002831524303916942,10,0.6928104575163399,0.0,0.0196078431372549,0.2549019607843137,0.032679738562091505,0.01793298725814063,0.01793298725814063,0.05568664464369986,1,781
777,1728,0.4386574074074074,160.01694915254237,4.366898148148148,29.28813559322034,59,3.8264866417696064,1.3836805555555556,0.3275462962962963,60.04816737288138,0.004629629629629629,10,0.5,0.0,0.03888888888888889,0.4111111111111111,0.05,0.010416666666666666,0.017361111111111112,0.05150462962962963,3,782
778,2287,0.4534324442501093,144.01176470588234,4.2444250109313515,26.905882352941177,85,1.967058823529412,1.3790992566681242,0.31132487975513773,62.85373229764142,0.03323130738959335,10,0.5358851674641149,0.009569377990430622,0.04784688995215311,0.3253588516746411,0.08133971291866028,0.018364669873196328,0.020550940096195888,0.055531263664188896,2,783
779,2510,0.43266932270916336,158.1627906976744,4.368525896414343,29.186046511627907,86,0.27379664683612764,1.4099601593625497,0.3111553784860558,57.92853330862599,0.00796812749003984,10,0.8444444444444444,0.0,0.007407407407407408,0.1111111111111111,0.037037037037037035,0.01952191235059761,0.018326693227091632,0.07171314741035857,1,784
780,1652,0.425544794188862,165.40740740740742,4.328692493946731,30.61111111111111,54,1.6289437585733884,1.3722760290556901,0.28934624697336564,59.67017016411086,0.0,10,0.52,0.0,0.064,0.304,0.112,0.014527845036319613,0.015738498789346248,0.06598062953995157,1,785
781,1169,0.4525235243798118,170.57894736842104,4.432848588537211,30.763157894736842,38,2.64196675900277,1.437125748502994,0.3763900769888794,54.02955641348883,0.01710863986313088,10,0.5137614678899083,0.009174311926605505,0.01834862385321101,0.3211009174311927,0.13761467889908258,0.015397775876817793,0.01283147989734816,0.08383233532934131,1,786
782,1632,0.41911764705882354,184.24489795918367,4.449142156862745,33.30612244897959,49,2.066222407330279,1.4362745098039216,0.3131127450980392,51.52046218487397,0.012867647058823529,10,0.5867768595041323,0.0,0.008264462809917356,0.33884297520661155,0.06611570247933884,0.020833333333333332,0.013480392156862746,0.07169117647058823,1,787
783,2157,0.4232730644413537,105.73913043478261,4.540101993509504,18.756521739130434,115,1.624499054820416,1.430227167362077,0.3101529902642559,66.79991207595091,0.00927213722763097,10,0.5610687022900763,0.007633587786259542,0.04580152671755725,0.31297709923664124,0.07251908396946564,0.016226240148354196,0.012980992118683357,0.0774223458507186,1,788
784,1870,0.43262032085561497,145.25,4.4914438502673795,25.97222222222222,72,1.6410108024691359,1.4085561497326202,0.3042780748663102,61.3093441770648,0.00909090909090909,10,0.6740331491712708,0.0,0.011049723756906077,0.2596685082872928,0.055248618784530384,0.014438502673796792,0.014973262032085561,0.07593582887700535,2,789
785,2858,0.4352694191742477,147.8095238095238,4.372638208537439,27.21904761904762,105,0.2760090702947846,1.41777466759972,0.2893631910426872,59.263929787730376,0.008397480755773267,10,0.8379888268156425,0.0,0.027932960893854747,0.09497206703910614,0.03910614525139665,0.020643806857942617,0.01609517144856543,0.08887333799860042,1,790
786,1338,0.44245142002989535,140.35849056603774,4.479820627802691,25.245283018867923,53,1.8796724813100747,1.4581464872944694,0.3632286995515695,57.851844910736965,0.01046337817638266,10,0.48333333333333334,0.025,0.016666666666666666,0.36666666666666664,0.10833333333333334,0.021674140508221227,0.023168908819133034,0.05904334828101644,1,791
787,2260,0.4300884955752212,115.88888888888889,4.407964601769912,20.925925925925927,108,2.7729766803840876,1.407079646017699,0.3030973451327434,66.55624713208786,0.02168141592920354,10,0.40514469453376206,0.0,0.06430868167202572,0.33440514469453375,0.19614147909967847,0.01592920353982301,0.01504424778761062,0.058849557522123896,3,792
788,1447,0.4906703524533518,150.81632653061226,4.002073255010366,29.53061224489796,49,1.4681382757184507,1.3227366966136835,0.3234277816171389,64.95790403791096,0.0110573600552868,10,0.5319148936170213,0.014184397163120567,0.1347517730496454,0.1773049645390071,0.14184397163120568,0.013130615065653075,0.0221147201105736,0.0580511402902557,2,793
789,1640,0.42317073170731706,161.48214285714286,4.405487804878049,29.285714285714285,56,2.946428571428571,1.4402439024390243,0.3542682926829268,55.265365853658565,0.01768292682926829,10,0.4935064935064935,0.0,0.03896103896103896,0.38961038961038963,0.07792207792207792,0.014634146341463415,0.01768292682926829,0.03536585365853658,3,794
790,1952,0.44415983606557374,147.35135135135135,4.520491803278689,26.37837837837838,74,1.0825420014609202,1.4487704918032787,0.3376024590163934,57.49496233938859,0.00665983606557377,10,0.5128205128205128,0.0,0.14102564102564102,0.24358974358974358,0.10256410256410256,0.016905737704918034,0.02459016393442623,0.0548155737704918,2,795
791,1197,0.4018379281537176,120.36842105263158,4.613199665831245,21.0,57,3.6959064327485383,1.4243943191311612,0.3558897243107769,65.01624060150378,0.014202172096908938,10,0.3860759493670886,0.012658227848101266,0.05063291139240506,0.4810126582278481,0.06962025316455696,0.015873015873015872,0.015037593984962405,0.06766917293233082,2,796
792,1614,0.4454770755885997,139.79032258064515,4.3091697645600995,26.032258064516128,62,1.064516129032258,1.372986369268897,0.3351920693928129,64.25761122436745,0.0037174721189591076,10,0.6290322580645161,0.0,0.0,0.2661290322580645,0.10483870967741936,0.012391573729863693,0.0161090458488228,0.04399008674101611,1,797
793,2981,0.46360281784636026,147.5,4.130157665213016,28.12264150943396,106,2.4118903524385904,1.3371351895337136,0.29922844682992283,65.16888183337238,0.01107011070110701,10,0.5424354243542435,0.0036900369003690036,0.04059040590405904,0.36900369003690037,0.04428044280442804,0.017108352901710835,0.017108352901710835,0.05166051660516605,3,798
794,2828,0.45509193776520507,136.17117117117118,4.239391796322489,25.47747747747748,111,3.423585747910072,1.386845827439887,0.3122347949080622,63.64820335894595,0.010254596888260255,10,0.391304347826087,0.006211180124223602,0.09937888198757763,0.40683229813664595,0.09627329192546584,0.02050919377652051,0.01874115983026874,0.045615275813295615,3,799
795,3075,0.4377235772357724,131.08461538461538,4.43219512195122,23.653846153846153,130,1.4101775147928994,1.4221138211382114,0.2917073170731707,62.51551688555348,0.010731707317073172,10,0.5438066465256798,0.03625377643504532,0.021148036253776436,0.2175226586102719,0.18126888217522658,0.012682926829268294,0.0224390243902439,0.03447154471544715,3,800
796,2338,0.4101796407185629,111.0,4.658682634730539,19.16393442622951,122,1.667293738242408,1.4636441402908469,0.3353293413173653,63.559312288771416,0.011976047904191617,10,0.5531914893617021,0.010638297872340425,0.01773049645390071,0.3120567375886525,0.10638297872340426,0.010265183917878529,0.018819503849443968,0.05389221556886228,2,801
797,1904,0.4059873949579832,129.52439024390245,4.473739495798319,23.21951219512195,82,1.6490184414039264,1.4327731092436975,0.3277310924369748,62.05459007993443,0.014705882352941176,10,0.5568181818181818,0.0,0.0,0.35795454545454547,0.08522727272727272,0.023109243697478993,0.023634453781512604,0.044642857142857144,1,802
798,2805,0.4577540106951872,110.53284671532846,4.282709447415329,20.474452554744527,137,2.0409718152272367,1.392156862745098,0.3144385026737968,68.27696006869903,0.017825311942959002,10,0.4778761061946903,0.032448377581120944,0.05604719764011799,0.3333333333333333,0.10029498525073746,0.01568627450980392,0.014973262032085561,0.062388591800356503,3,803
799,1644,0.41605839416058393,151.2295081967213,4.467153284671533,26.950819672131146,61,2.923945176027949,1.420316301703163,0.3856447688564477,59.32115890869932,0.03832116788321168,10,0.45625,0.0,0.0125,0.425,0.10625,0.017639902676399026,0.009124087591240875,0.05474452554744526,1,804
800,2562,0.45042935206869633,127.18518518518519,4.259953161592506,23.73148148148148,108,2.353823731138546,1.3598750975800156,0.2935206869633099,67.70211304102699,0.00351288056206089,10,0.47058823529411764,0.08304498269896193,0.01730103806228374,0.328719723183391,0.10034602076124567,0.01834504293520687,0.01405152224824356,0.06518345042935207,1,805
801,3071,0.4220123738196027,183.63829787234042,4.521328557473136,32.670212765957444,94,3.8521955636034404,1.4549006838163465,0.28752849234776945,50.5901361916903,0.017258222077499184,10,0.3727598566308244,0.007168458781362007,0.053763440860215055,0.43727598566308246,0.12903225806451613,0.020514490394008468,0.017909475740801043,0.060240963855421686,1,806
802,1731,0.4217215482380127,206.54347826086956,4.3466204506065855,37.630434782608695,46,6.328922495274103,1.3645291738879262,0.34662045060658575,53.200940584733644,0.012709416522241479,10,0.45698924731182794,0.043010752688172046,0.053763440860215055,0.3870967741935484,0.05913978494623656,0.013287117273252455,0.012131715771230503,0.04101675332177932,3,807
803,2318,0.4288179465056083,158.27058823529413,4.6906816220880065,27.270588235294117,85,2.9501730103806225,1.5004314063848145,0.3886971527178602,52.218855961021184,0.0181190681622088,10,0.5428571428571428,0.012244897959183673,0.012244897959183673,0.3551020408163265,0.07755102040816327,0.02200172562553926,0.01984469370146678,0.056945642795513375,1,808
804,2731,0.4404979860856829,151.78571428571428,4.333943610399121,27.877551020408163,98,1.8800499791753436,1.4005858659831563,0.30831197363603075,60.04972145211072,0.024899304284145003,10,0.5614754098360656,0.01639344262295082,0.028688524590163935,0.30327868852459017,0.09016393442622951,0.016843647015745148,0.015745148297326986,0.05016477480776273,2,809
805,1204,0.4393687707641196,147.75,4.21843853820598,27.386363636363637,44,6.5671487603305785,1.3538205980066444,0.39285714285714285,64.5046183177288,0.03986710963455149,10,0.43558282208588955,0.0,0.006134969325153374,0.4785276073619632,0.07975460122699386,0.020764119601328904,0.018272425249169437,0.04983388704318937,1,810
806,2894,0.4730476848652384,153.58333333333334,3.9872149274360744,30.145833333333332,96,4.283854166666666,1.3023496890117485,0.23946095369730475,66.05819547627277,0.0,10,0.4326241134751773,0.0,0.0070921985815602835,0.49645390070921985,0.06382978723404255,0.015894955079474776,0.029371112646855563,0.051831375259156875,1,811
807,2068,0.4497098646034816,123.03260869565217,4.304158607350097,22.47826086956522,92,3.4899574669187143,1.385880077369439,0.33365570599613154,66.77411067193678,0.0362669245647969,10,0.4612546125461255,0.014760147601476014,0.01107011070110701,0.4022140221402214,0.11070110701107011,0.018858800773694392,0.019825918762088973,0.049806576402321084,1,812
808,2634,0.4616552771450266,256.75925925925924,4.170083523158694,48.77777777777778,54,4.534979423868314,1.3485193621867881,0.3018223234624146,43.2408175145533,0.005315110098709187,10,0.6578947368421053,0.021929824561403508,0.021929824561403508,0.2543859649122807,0.043859649122807015,0.01366742596810934,0.023917995444191344,0.04783599088838269,2,813
809,2159,0.4344603983325614,139.8658536585366,4.176007410838351,26.341463414634145,82,2.9982153480071387,1.347383047707272,0.3200555812876332,66.10980879811116,0.031032885595182955,10,0.4791666666666667,0.0,0.06666666666666667,0.35,0.10416666666666667,0.014358499305233904,0.023622047244094488,0.05743399722093562,2,814
810,3042,0.4539776462853386,137.87394957983193,4.210716633793557,25.563025210084035,119,8.427370948379352,1.3481262327416172,0.2784352399737015,66.83705012182389,0.017422748191978962,10,0.49444444444444446,0.005555555555555556,0.016666666666666666,0.40925925925925927,0.07407407407407407,0.016107823800131493,0.026627218934911243,0.06673241288625904,1,815
811,2414,0.45484672742336374,126.68,4.1242750621375315,24.14,100,3.3579999999999997,1.3500414250207124,0.2676056338028169,68.11939544324774,0.016984258492129246,10,0.4691780821917808,0.030821917808219176,0.030821917808219176,0.3938356164383562,0.07534246575342465,0.01615575807787904,0.019055509527754765,0.05343827671913836,1,816
812,2104,0.4505703422053232,150.16216216216216,4.145912547528517,28.445945945945947,74,5.391526661796932,1.3588403041825095,0.29325095057034223,63.004475131024584,0.034695817490494295,10,0.4297520661157025,0.0,0.004132231404958678,0.5041322314049587,0.06198347107438017,0.024714828897338403,0.01188212927756654,0.05180608365019011,2,817
813,1860,0.44946236559139785,107.73404255319149,4.306989247311828,19.78723404255319,94,4.117021276595745,1.382258064516129,0.3182795698924731,69.811925188744,0.016666666666666666,10,0.4574468085106383,0.0035460992907801418,0.02127659574468085,0.4574468085106383,0.06028368794326241,0.017204301075268817,0.027419354838709678,0.06290322580645161,1,818
814,2069,0.4093765103914935,98.02542372881356,4.4809086515224745,17.533898305084747,118,1.6511060040218326,1.416626389560174,0.34316094731754465,69.19150066354828,0.01401643305944901,10,0.5247933884297521,0.008264462809917356,0.04132231404958678,0.3925619834710744,0.03305785123966942,0.02513291445142581,0.02029966167230546,0.05123247945867569,1,819
815,1190,0.43109243697478994,130.42,4.377310924369748,23.8,50,2.1,1.4336134453781513,0.3773109243697479,61.39430252100843,0.014285714285714285,10,0.456,0.008,0.016,0.336,0.184,0.026050420168067228,0.02773109243697479,0.05546218487394958,2,820
816,2651,0.36552244436061865,148.10576923076923,4.721991701244813,25.490384615384617,104,2.030325443786982,1.4952847981893624,0.2949830252734817,54.46116568856458,0.007544322897019992,10,0.48770491803278687,0.0,0.06967213114754098,0.36885245901639346,0.07377049180327869,0.015843078083741986,0.018106374952847983,0.038853262919652964,1,821
817,2213,0.41708088567555357,123.85148514851485,4.5408947130591955,21.91089108910891,101,1.9927458092343886,1.4654315408947132,0.3452327157704473,60.61993718486174,0.02666064166290104,10,0.5367965367965368,0.0,0.0,0.38095238095238093,0.08225108225108226,0.021690013556258474,0.01174875734297334,0.05061003163126977,3,822
818,3117,0.465190888675008,138.15126050420167,4.159769008662175,26.22689075630252,119,4.399406821552151,1.3638113570741097,0.2685274302213667,64.83626507388328,0.010587102983638113,10,0.398876404494382,0.0,0.042134831460674156,0.49157303370786515,0.06741573033707865,0.012832852101379532,0.01828681424446583,0.05357715752325955,1,823
819,2749,0.4608948708621317,96.61333333333333,4.193888686795198,18.326666666666668,150,0.009733333333333333,1.3681338668606766,0.27137140778464897,72.4893081969201,0.009094216078574026,10,0.8995433789954338,0.0547945205479452,0.0182648401826484,0.0045662100456621,0.0228310502283105,0.014550745725718442,0.028373954165150966,0.048381229538013826,1,824
820,2334,0.4644387317909169,184.7941176470588,4.270779777206513,34.3235294117647,68,7.331747404844291,1.3676092544987146,0.29434447300771205,56.296874716467585,0.005141388174807198,10,0.35968379446640314,0.007905138339920948,0.015810276679841896,0.5296442687747036,0.08695652173913043,0.02099400171379606,0.019280205655526992,0.056555269922879174,1,825
821,1965,0.46513994910941475,96.55555555555556,4.148600508905853,18.194444444444443,108,2.632458847736626,1.349618320610687,0.3292620865139949,74.18992896522478,0.037659033078880404,10,0.44569288389513106,0.018726591760299626,0.04868913857677903,0.4307116104868914,0.056179775280898875,0.021374045801526718,0.02544529262086514,0.04681933842239186,2,826
822,2746,0.4613983976693372,120.61344537815125,4.127822286962855,23.07563025210084,119,3.2031636183885315,1.324107793153678,0.23124544792425344,71.3937159933165,0.008011653313911144,10,0.5079365079365079,0.0,0.022222222222222223,0.45714285714285713,0.012698412698412698,0.023670793882010197,0.026948288419519302,0.07174071376547705,1,827
823,1720,0.43372093023255814,133.33802816901408,4.378488372093023,24.225352112676056,71,3.3544931561198177,1.4017441860465116,0.35290697674418603,63.65870946609894,0.021511627906976746,10,0.45263157894736844,0.005263157894736842,0.021052631578947368,0.46842105263157896,0.05263157894736842,0.015697674418604653,0.023837209302325583,0.06453488372093023,3,828
824,2615,0.4435946462715105,125.64601769911505,4.326959847036329,23.141592920353983,113,2.4513274336283186,1.3862332695984703,0.30363288718929254,66.07094857781014,0.021032504780114723,10,0.5018050541516246,0.0,0.007220216606498195,0.40794223826714804,0.08303249097472924,0.022562141491395793,0.02026768642447419,0.05162523900573614,3,829
825,2363,0.46804909013965296,127.07070707070707,4.200592467202709,23.86868686868687,99,2.5757575757575757,1.3482860770207363,0.2996191282268303,68.54328071232855,0.023275497249259414,10,0.5176470588235295,0.00784313725490196,0.023529411764705882,0.38823529411764707,0.06274509803921569,0.017350825222175202,0.017774016081252644,0.06898011002962336,3,830
826,2297,0.4740966478014802,120.75,4.1380060949064,22.97,100,1.9110000000000003,1.3347845015237265,0.2938615585546365,70.59768117109276,0.03090988245537658,10,0.563265306122449,0.024489795918367346,0.00816326530612245,0.3183673469387755,0.08571428571428572,0.0195907705703091,0.025250326512842838,0.05920766216804527,3,831
827,1685,0.4391691394658754,120.98666666666666,4.293768545994065,22.466666666666665,75,0.8524444444444444,1.375074183976261,0.3406528189910979,67.70005736894167,0.026706231454005934,10,0.6861313868613139,0.0,0.014598540145985401,0.25547445255474455,0.043795620437956206,0.01661721068249258,0.011869436201780416,0.055786350148367955,2,832
828,2746,0.4380917698470502,141.98076923076923,4.274581209031318,26.403846153846153,104,3.6103920118343193,1.3776402039329934,0.27858703568827387,63.48673490111494,0.018936635105608158,10,0.44,0.01090909090909091,0.02181818181818182,0.5163636363636364,0.01090909090909091,0.026219956300072834,0.019664967225054626,0.055353241077931534,1,833
829,2373,0.45469869363674675,104.0725806451613,4.342604298356511,19.137096774193548,124,1.2535770031217484,1.4091866835229667,0.31605562579013907,68.19365334815058,0.009270965023177412,10,0.5914396887159533,0.007782101167315175,0.027237354085603113,0.2918287937743191,0.08171206225680934,0.02064896755162242,0.018963337547408345,0.052675937631689845,3,834
830,2808,0.4565527065527066,96.72549019607843,4.207621082621083,18.352941176470587,153,0.009099064462386262,1.371082621082621,0.26851851851851855,72.21317496229263,0.007834757834757835,10,0.9436619718309859,0.0,0.018779342723004695,0.004694835680751174,0.03286384976525822,0.014957264957264958,0.025284900284900286,0.051994301994301995,1,835
831,1698,0.4799764428739694,153.36206896551724,4.167255594817433,29.275862068965516,58,0.5508323424494649,1.3604240282685511,0.3510011778563015,62.02812720848059,0.012956419316843345,10,0.8165137614678899,0.0,0.0,0.1559633027522936,0.027522935779816515,0.014723203769140165,0.019434628975265017,0.07302709069493522,1,836
832,1777,0.4355655599324705,108.25,4.276308384918401,20.193181818181817,88,2.7262396694214877,1.3652222847495779,0.29431626336522226,70.84111516473118,0.007315700619020821,10,0.42857142857142855,0.0049261083743842365,0.029556650246305417,0.5123152709359606,0.024630541871921183,0.021947101857062466,0.018007878446820485,0.04501969611705121,1,837
833,2368,0.4543918918918919,145.49411764705883,4.072212837837838,27.858823529411765,85,4.1879584775086505,1.3306587837837838,0.29434121621621623,65.98456100953896,0.03547297297297297,10,0.43902439024390244,0.0,0.032520325203252036,0.5,0.028455284552845527,0.011402027027027027,0.01984797297297297,0.04560810810810811,2,838
